"Start Date","End Date","Progress","Finished","Birthyear","Gender","ESL","Race","Country","State","Role","Work","Employed","Ann_Income","Edu_Level","Pol_Aff","Religion","Read","Read_SM","Make_SM","Open_Elem","How_Many_Days","Capacity","Vacc_Effec","Chart_Control1","Chart_Control2","Chart_Treat1","Chart_Treat2","Array_Control1","Array_Control2","Array_Control3","Array_Treat1","Array_Treat2","Array_Treat3"
"2021-04-08 19:32:24","2021-04-08 20:38:34",5,"True","1993","Cisgender Man","Yes","Prefer not to answer","United States of America","California","Staff","Yes","Employed full time","$30,000 - $39,999","Some college","Democrat","Muslim","I buy physical books","Daily","Less than Weekly","Yes","Monday - Friday","50%","Moderately effective: 85%","","Right","","","Right","","","","",""
"2021-04-08 21:14:32","2021-04-08 22:19:45",5,"True","2001","Cisgender Woman","No","Hispanic or Latino","United States of America","California","Undergraduate Student","Yes","Employed part time","$10,000 - $19,999","Some college","Democrat","Roman Catholic","I buy physical books","More than once a day","Less than Weekly","Yes","Less than 5 weekdays","25%","Very effective: 90%","Right","","","","","Wrong","","","",""
"2021-04-08 20:51:19","2021-04-08 22:31:26",5,"True","2001","Cisgender Man","No","Asian","United States of America","California","Undergraduate Student","Yes","Employed part time","Less than $10,000","No college","Democrat","Atheist or agnostic","I buy physical books","More than once a day","Less than Weekly","No","Less than 5 weekdays","25%","Very effective: 90%","","","","Right","","","","Right","",""
"2021-04-08 20:40:03","2021-04-08 22:37:34",5,"True","1997","Cisgender Woman","No","Asian","United States of America","California","Graduate Student","No","Student","","Bachelor's degree","Independent","Atheist or agnostic","I buy both","More than once a day","Less than Weekly","No","Less than 5 weekdays","50%","Very effective: 90%","","","Right","","Right","","","","",""
"2021-04-09 02:25:00","2021-04-09 03:38:05",5,"True","1997","Cisgender Woman","No","Asian","United States of America","California","Undergraduate Student","No","Student","","Some college","Republican","Prefer not to say","I buy physical books","More than once a day","Daily","No","Less than 5 weekdays","25%","Moderately effective: 85%","","","","","","Right","","","",""
"2021-04-09 03:08:02","2021-04-09 03:50:15",5,"True","1999","Cisgender Man","Yes","Asian","United States of America","California","Undergraduate Student","No","Student","","Bachelor's degree","Republican","Atheist or agnostic","I don't purchase books","More than once a day","Less than Weekly","No","None","25%","Moderately effective: 85%","Right","","","","Right","","","","",""
"2021-04-08 23:18:00","2021-04-09 03:57:15",5,"True","2001","Cisgender Woman","No","Asian","China","","Undergraduate Student","Yes","Employed part time","Less than $10,000","No college","Prefer not to say","Protestant","I buy ebooks","More than once a day","Less than Weekly","Yes","Monday - Friday","100%","Very effective: 90%","Right","","","","","","","","Right",""
"2021-04-09 03:21:54","2021-04-09 04:07:00",5,"True","2001","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","Yes","Student","Less than $10,000","Some college","Democrat","Prefer not to say","I buy physical books","More than once a day","Less than Weekly","No","Less than 5 weekdays","50%","Moderately effective: 85%","","","Wrong","","","","Right","","",""
"2021-04-09 00:25:31","2021-04-09 12:05:41",5,"True","1996","Cisgender Woman","No","Asian","United States of America","New York","Undergraduate Student","No","Student","","Bachelor's degree","Prefer not to say","Buddhist","I buy both","More than once a day","Less than Weekly","Yes","Less than 5 weekdays","50%","Very effective: 90%","","Right","","","","","Right","","",""
"2021-04-09 15:10:18","2021-04-09 16:30:21",5,"True","2000","Cisgender Woman","Yes","Asian","United States of America","California","Undergraduate Student","No","Student","","Some college","Democrat","Atheist or agnostic","I don't purchase books","More than once a day","Less than Weekly","Yes","Monday - Friday","50%","Very effective: 90%","","Right","","","","","","","","Right"
